0,1,2,3,4,5,6
Creatina,Growth,57.05,50,Sul,2024-02-02,6
BCAA,Max Titanium,103.66,65,Nordeste,2024-01-14,9
Creatina,Growth,64.54,50,Centro-Oeste,2024-01-20,7
Whey,Probiótica,135.23,93,Nordeste,2024-01-12,5
BCAA,Probiótica,76.2,63,Sul,2024-01-23,7
Whey,Dark Lab,129.1,100,Centro-Oeste,2024-02-24,1
Whey,Integral Médica,134.31,92,Norte,2024-02-16,10
BCAA,Integral Médica,85.68,62,Sul,2024-02-15,7
BCAA,Max Titanium,90.62,65,Sul,2024-02-02,10
BCAA,Probiótica,77.16,63,Sul,2024-01-07,7
Whey,Probiótica,129.47,93,Centro-Oeste,2024-02-12,4
Whey,Dark Lab,124.22,100,Sudeste,2024-01-07,4
BCAA,Max Titanium,92.02,65,Sul,2024-02-25,6
BCAA,Probiótica,78.99,63,Sudeste,2024-01-09,8
Hiper Calórico,Integral Médica,152.7,112,Sudeste,2024-02-27,6
BCAA,Integral Médica,86.57,62,Sul,2024-01-24,3
Creatina,Dark Lab,68.95,60,Sul,2024-02-23,6
BCAA,Growth,71.38,60,Sul,2024-02-12,4
BCAA,Dark Lab,105.64,70,Norte,2024-02-28,4
Pré-Treino,Dark Lab,118.17,85,Nordeste,2024-02-01,6
Creatina,Probiótica,65.78,53,Sul,2024-01-11,2
Hiper Calórico,Integral Médica,175.56,112,Nordeste,2024-02-17,6
Pré-Treino,Growth,118.27,70,Norte,2024-01-31,3
BCAA,Dark Lab,98.95,70,Sudeste,2024-02-20,7
Pré-Treino,Dark Lab,109.04,85,Sudeste,2024-01-08,8
Whey,Growth,143.05,90,Nordeste,2024-03-01,10
Whey,Max Titanium,117.29,95,Sul,2024-02-17,2
Creatina,Integral Médica,75.54,52,Centro-Oeste,2024-01-08,4
Creatina,Integral Médica,66.03,52,Sudeste,2024-02-06,10
Hiper Calórico,Growth,157.89,110,Centro-Oeste,2024-01-19,6
Hiper Calórico,Max Titanium,162.74,115,Norte,2024-02-10,5
BCAA,Growth,94.72,60,Norte,2024-01-03,4
Creatina,Dark Lab,95.05,60,Norte,2024-02-20,9
BCAA,Growth,89.57,60,Norte,2024-01-06,8
Pré-Treino,Dark Lab,124.23,85,Sudeste,2024-02-06,1
Creatina,Dark Lab,78.76,60,Centro-Oeste,2024-01-09,2
Hiper Calórico,Probiótica,177.84,113,Norte,2024-02-14,9
Pré-Treino,Max Titanium,99.53,75,Centro-Oeste,2024-01-30,2
Hiper Calórico,Integral Médica,165.95,112,Norte,2024-02-27,10
Pré-Treino,Max Titanium,93.69,75,Sul,2024-02-01,3
Whey,Growth,113.96,90,Sul,2024-01-07,6
Pré-Treino,Growth,101.46,70,Centro-Oeste,2024-02-20,3
Whey,Dark Lab,145.18,100,Centro-Oeste,2024-01-10,7
Whey,Dark Lab,140.69,100,Sul,2024-02-26,5
BCAA,Integral Médica,87.65,62,Sul,2024-01-09,8
Pré-Treino,Dark Lab,110.05,85,Sudeste,2024-02-01,10
Creatina,Probiótica,73.79,53,Centro-Oeste,2024-01-24,10
Creatina,Max Titanium,75.65,55,Centro-Oeste,2024-02-16,5
Pré-Treino,Dark Lab,109.53,85,Sul,2024-02-18,10
Whey,Growth,108.17,90,Sul,2024-02-04,4
BCAA,Max Titanium,88.62,65,Nordeste,2024-01-09,8
Creatina,Integral Médica,79.2,52,Nordeste,2024-01-18,3
Pré-Treino,Growth,109.55,70,Nordeste,2024-01-22,2
Pré-Treino,Max Titanium,107.43,75,Nordeste,2024-01-12,1
Hiper Calórico,Max Titanium,166.61,115,Norte,2024-02-07,7
Hiper Calórico,Max Titanium,163.82,115,Sudeste,2024-02-18,7
Hiper Calórico,Dark Lab,158.21,120,Sudeste,2024-01-24,10
BCAA,Growth,96.19,60,Nordeste,2024-01-07,8
Creatina,Max Titanium,74.01,55,Sul,2024-01-19,2
Pré-Treino,Growth,83.34,70,Sul,2024-02-18,4
Whey,Dark Lab,163.04,100,Norte,2024-03-01,6
Pré-Treino,Max Titanium,104.54,75,Nordeste,2024-01-23,4
BCAA,Dark Lab,96.73,70,Sudeste,2024-01-21,8
Whey,Growth,107.55,90,Sul,2024-02-19,1
BCAA,Probiótica,97.23,63,Centro-Oeste,2024-01-01,2
BCAA,Growth,86.14,60,Nordeste,2024-01-11,2
Creatina,Probiótica,72.31,53,Sudeste,2024-02-14,1
Hiper Calórico,Probiótica,133.49,113,Sul,2024-01-12,6
Hiper Calórico,Max Titanium,151.93,115,Sudeste,2024-02-10,5
Whey,Dark Lab,159.29,100,Norte,2024-02-22,4
Pré-Treino,Probiótica,83.41,73,Sul,2024-01-12,3
Creatina,Growth,75.89,50,Nordeste,2024-01-11,6
BCAA,Growth,72.35,60,Sudeste,2024-02-28,6
BCAA,Dark Lab,98.69,70,Norte,2024-01-15,7
Whey,Max Titanium,144.49,95,Norte,2024-02-02,5
Pré-Treino,Max Titanium,85.76,75,Sul,2024-01-02,4
BCAA,Max Titanium,84.68,65,Centro-Oeste,2024-02-06,1
Creatina,Max Titanium,84.49,55,Norte,2024-01-02,2
Creatina,Growth,71.76,50,Nordeste,2024-02-01,3
Creatina,Growth,72.16,50,Nordeste,2024-02-23,7
Pré-Treino,Max Titanium,90.23,75,Sudeste,2024-02-07,1
BCAA,Max Titanium,96.54,65,Norte,2024-02-17,7
BCAA,Dark Lab,106.18,70,Nordeste,2024-01-23,5
Whey,Integral Médica,130.19,92,Centro-Oeste,2024-02-06,9
Pré-Treino,Dark Lab,121.91,85,Centro-Oeste,2024-02-20,6
Creatina,Probiótica,61.17,53,Sul,2024-02-20,6
BCAA,Max Titanium,91.27,65,Nordeste,2024-02-08,6
Whey,Dark Lab,126.39,100,Sudeste,2024-01-09,1
BCAA,Integral Médica,82.56,62,Sudeste,2024-01-16,10
BCAA,Integral Médica,92.27,62,Sudeste,2024-02-17,9
Whey,Dark Lab,149.01,100,Sudeste,2024-02-06,4
Hiper Calórico,Dark Lab,169.54,120,Sudeste,2024-01-29,9
Whey,Probiótica,129.14,93,Centro-Oeste,2024-01-03,5
Hiper Calórico,Dark Lab,170.25,120,Sul,2024-01-12,6
BCAA,Integral Médica,105.27,62,Norte,2024-02-18,2
BCAA,Growth,84.5,60,Sul,2024-01-20,3
Creatina,Dark Lab,94.63,60,Nordeste,2024-02-26,10
BCAA,Probiótica,82.67,63,Sudeste,2024-02-13,1
Hiper Calórico,Max Titanium,168.5,115,Centro-Oeste,2024-01-13,6
BCAA,Integral Médica,82.26,62,Nordeste,2024-02-10,8
Pré-Treino,Probiótica,101.12,73,Sudeste,2024-01-02,5
BCAA,Probiótica,100.3,63,Nordeste,2024-01-06,10
Creatina,Probiótica,68.74,53,Sul,2024-02-11,6
Pré-Treino,Probiótica,116.46,73,Nordeste,2024-01-12,10
Creatina,Dark Lab,81.36,60,Nordeste,2024-01-18,10
Hiper Calórico,Dark Lab,183.79,120,Centro-Oeste,2024-01-04,4
Creatina,Integral Médica,85.75,52,Nordeste,2024-02-25,1
Whey,Growth,114.96,90,Centro-Oeste,2024-01-17,4
BCAA,Dark Lab,112.97,70,Norte,2024-02-19,6
Hiper Calórico,Max Titanium,166.17,115,Nordeste,2024-02-03,6
Pré-Treino,Probiótica,99.38,73,Sul,2024-02-19,3
Pré-Treino,Integral Médica,92.85,72,Centro-Oeste,2024-01-16,6
BCAA,Integral Médica,82.61,62,Nordeste,2024-01-23,3
BCAA,Max Titanium,76.93,65,Sul,2024-02-06,7
Hiper Calórico,Probiótica,173.67,113,Nordeste,2024-01-13,6
Whey,Dark Lab,131.14,100,Sul,2024-02-06,5
Hiper Calórico,Max Titanium,155.03,115,Sul,2024-02-17,2
BCAA,Max Titanium,100.77,65,Centro-Oeste,2024-02-24,10
Hiper Calórico,Probiótica,148.87,113,Centro-Oeste,2024-01-30,1
Whey,Integral Médica,150.23,92,Nordeste,2024-01-06,5
BCAA,Dark Lab,99.22,70,Sudeste,2024-01-05,3
Creatina,Probiótica,72.11,53,Centro-Oeste,2024-01-19,6
Pré-Treino,Integral Médica,86.64,72,Sul,2024-01-26,9
BCAA,Dark Lab,101.13,70,Sudeste,2024-01-07,6
Creatina,Dark Lab,89.34,60,Sudeste,2024-01-15,10
Hiper Calórico,Max Titanium,136.6,115,Sul,2024-01-16,3
BCAA,Growth,91.56,60,Norte,2024-02-28,2
BCAA,Dark Lab,105.29,70,Norte,2024-01-19,2
Pré-Treino,Growth,92.61,70,Sul,2024-03-01,7
Hiper Calórico,Max Titanium,159.84,115,Nordeste,2024-01-06,1
Creatina,Probiótica,74.33,53,Sudeste,2024-02-03,3
BCAA,Max Titanium,90.57,65,Centro-Oeste,2024-02-14,3
Creatina,Max Titanium,71.24,55,Sul,2024-02-27,9
Pré-Treino,Probiótica,118.85,73,Nordeste,2024-02-11,8
Hiper Calórico,Integral Médica,161.63,112,Centro-Oeste,2024-02-26,6
BCAA,Probiótica,90.9,63,Norte,2024-01-05,7
Pré-Treino,Max Titanium,104.47,75,Norte,2024-02-10,6
Whey,Max Titanium,147.01,95,Centro-Oeste,2024-01-02,8
Whey,Probiótica,148.96,93,Nordeste,2024-01-10,7
Creatina,Integral Médica,75.54,52,Sudeste,2024-01-28,5
Whey,Max Titanium,129.67,95,Sudeste,2024-02-01,9
BCAA,Growth,87.98,60,Centro-Oeste,2024-01-07,7
Whey,Growth,115.52,90,Sul,2024-02-13,6
BCAA,Max Titanium,98.86,65,Centro-Oeste,2024-02-14,6
Whey,Probiótica,134.01,93,Norte,2024-02-10,3
Hiper Calórico,Dark Lab,163.95,120,Sul,2024-01-19,9
Pré-Treino,Dark Lab,127.31,85,Sudeste,2024-02-18,8
Creatina,Max Titanium,80.63,55,Nordeste,2024-01-29,10
Hiper Calórico,Probiótica,160.93,113,Centro-Oeste,2024-02-16,1
BCAA,Growth,85.46,60,Nordeste,2024-01-18,9
Hiper Calórico,Max Titanium,158.5,115,Sul,2024-02-09,6
Pré-Treino,Dark Lab,135.89,85,Norte,2024-01-08,1
Creatina,Growth,67.44,50,Nordeste,2024-01-04,6
Whey,Growth,105.21,90,Sul,2024-02-02,2
Whey,Growth,115.71,90,Sul,2024-01-05,1
Hiper Calórico,Integral Médica,157.75,112,Centro-Oeste,2024-01-18,10
Whey,Dark Lab,140.65,100,Sudeste,2024-01-29,3
Hiper Calórico,Probiótica,166.78,113,Sudeste,2024-02-07,10
Pré-Treino,Integral Médica,107.69,72,Norte,2024-01-25,8
Pré-Treino,Integral Médica,100.28,72,Sudeste,2024-02-11,10
BCAA,Dark Lab,95.23,70,Sul,2024-01-30,8
Creatina,Integral Médica,68.71,52,Sul,2024-02-27,9
Creatina,Growth,68.17,50,Sul,2024-02-05,3
Creatina,Probiótica,69.51,53,Centro-Oeste,2024-03-01,6
BCAA,Probiótica,89.39,63,Centro-Oeste,2024-02-12,6
Pré-Treino,Probiótica,95.98,73,Centro-Oeste,2024-01-13,7
Whey,Probiótica,126.01,93,Sul,2024-01-28,4
Hiper Calórico,Dark Lab,143.44,120,Sul,2024-02-22,8
BCAA,Probiótica,82.47,63,Sul,2024-02-15,1
Hiper Calórico,Probiótica,181.72,113,Norte,2024-01-01,8
Hiper Calórico,Dark Lab,173.79,120,Norte,2024-02-02,8
Whey,Probiótica,148.24,93,Nordeste,2024-01-06,9
BCAA,Probiótica,85.08,63,Centro-Oeste,2024-02-17,4
BCAA,Dark Lab,113.48,70,Norte,2024-01-14,10
Pré-Treino,Probiótica,100.25,73,Sul,2024-02-15,2
Pré-Treino,Integral Médica,89.54,72,Sudeste,2024-01-30,2
BCAA,Max Titanium,95.91,65,Nordeste,2024-02-14,5
Whey,Integral Médica,130.54,92,Sul,2024-02-21,1
Whey,Probiótica,145.95,93,Nordeste,2024-01-16,9
Creatina,Dark Lab,97.15,60,Nordeste,2024-02-25,4
Pré-Treino,Integral Médica,97.12,72,Nordeste,2024-01-12,9
Creatina,Dark Lab,82.17,60,Centro-Oeste,2024-01-31,4
Hiper Calórico,Max Titanium,181.06,115,Centro-Oeste,2024-02-21,4
Hiper Calórico,Growth,179.77,110,Nordeste,2024-02-08,6
Hiper Calórico,Max Titanium,145.17,115,Centro-Oeste,2024-02-27,5
Creatina,Dark Lab,91.23,60,Nordeste,2024-01-21,4
Creatina,Max Titanium,89.61,55,Nordeste,2024-01-11,8
Pré-Treino,Max Titanium,126.04,75,Norte,2024-01-09,3
Whey,Max Titanium,128.22,95,Sudeste,2024-01-02,9
Hiper Calórico,Integral Médica,155.38,112,Norte,2024-01-20,9
Pré-Treino,Max Titanium,121.69,75,Norte,2024-02-29,7
Pré-Treino,Growth,91.45,70,Sudeste,2024-02-04,6
BCAA,Growth,100.17,60,Norte,2024-02-27,7
Creatina,Max Titanium,74.17,55,Nordeste,2024-01-23,9
BCAA,Max Titanium,102.13,65,Nordeste,2024-02-15,3
BCAA,Max Titanium,82.87,65,Sul,2024-01-04,3
BCAA,Integral Médica,91.0,62,Nordeste,2024-01-29,6
Whey,Probiótica,144.73,93,Nordeste,2024-01-30,9
Creatina,Growth,76.08,50,Centro-Oeste,2024-01-19,5
Pré-Treino,Dark Lab,138.61,85,Norte,2024-01-10,5
Whey,Max Titanium,123.98,95,Sul,2024-02-16,10
Hiper Calórico,Max Titanium,183.0,115,Nordeste,2024-01-06,3
BCAA,Max Titanium,100.86,65,Nordeste,2024-01-09,2
BCAA,Probiótica,93.11,63,Centro-Oeste,2024-02-05,6
Hiper Calórico,Dark Lab,170.66,120,Norte,2024-01-11,6
Whey,Growth,124.03,90,Sul,2024-01-16,8
Whey,Integral Médica,123.53,92,Sudeste,2024-01-26,2
Hiper Calórico,Dark Lab,161.2,120,Sudeste,2024-01-17,1
Creatina,Integral Médica,77.2,52,Centro-Oeste,2024-02-22,4
Hiper Calórico,Growth,162.32,110,Norte,2024-02-06,3
Whey,Probiótica,107.18,93,Sul,2024-02-19,5
Creatina,Integral Médica,71.18,52,Nordeste,2024-02-09,9
Creatina,Max Titanium,81.43,55,Nordeste,2024-02-01,6
BCAA,Probiótica,92.76,63,Centro-Oeste,2024-02-05,3
BCAA,Max Titanium,95.24,65,Nordeste,2024-02-01,1
Hiper Calórico,Growth,137.0,110,Sul,2024-01-04,10
BCAA,Probiótica,95.5,63,Norte,2024-02-11,9
Whey,Max Titanium,135.4,95,Norte,2024-01-30,2
Pré-Treino,Dark Lab,129.29,85,Centro-Oeste,2024-01-22,8
Creatina,Growth,74.32,50,Sudeste,2024-02-13,6
BCAA,Probiótica,95.85,63,Norte,2024-02-10,5
Whey,Growth,121.66,90,Nordeste,2024-02-05,8
Hiper Calórico,Growth,169.94,110,Norte,2024-02-29,7
Creatina,Dark Lab,91.17,60,Nordeste,2024-02-04,9
BCAA,Max Titanium,88.33,65,Centro-Oeste,2024-02-22,5
Creatina,Growth,80.01,50,Nordeste,2024-01-26,4
Creatina,Growth,62.8,50,Sul,2024-01-31,5
Hiper Calórico,Dark Lab,174.51,120,Sudeste,2024-01-03,9
Whey,Probiótica,123.59,93,Sul,2024-02-21,9
BCAA,Integral Médica,95.89,62,Nordeste,2024-02-07,4
Pré-Treino,Probiótica,107.69,73,Centro-Oeste,2024-02-13,4
BCAA,Max Titanium,96.5,65,Norte,2024-01-18,3
Pré-Treino,Probiótica,97.92,73,Nordeste,2024-01-23,4
BCAA,Max Titanium,104.25,65,Norte,2024-02-01,3
Hiper Calórico,Probiótica,156.1,113,Centro-Oeste,2024-01-14,6
Pré-Treino,Integral Médica,102.04,72,Sudeste,2024-02-28,10
Hiper Calórico,Max Titanium,177.95,115,Centro-Oeste,2024-01-28,2
BCAA,Max Titanium,91.26,65,Centro-Oeste,2024-02-22,7
Creatina,Integral Médica,85.31,52,Norte,2024-02-19,4
Whey,Growth,147.65,90,Nordeste,2024-02-24,6
BCAA,Probiótica,73.22,63,Sul,2024-02-14,7
Pré-Treino,Max Titanium,91.89,75,Sudeste,2024-02-26,4
BCAA,Max Titanium,98.24,65,Norte,2024-02-05,1
BCAA,Probiótica,94.96,63,Nordeste,2024-02-09,2
Whey,Growth,145.61,90,Norte,2024-02-01,5
Pré-Treino,Probiótica,104.01,73,Centro-Oeste,2024-02-26,5
Pré-Treino,Max Titanium,109.74,75,Sudeste,2024-01-25,3
Whey,Integral Médica,131.01,92,Sudeste,2024-02-25,5
BCAA,Growth,94.95,60,Norte,2024-01-11,10
Pré-Treino,Integral Médica,104.43,72,Sudeste,2024-02-12,5
Pré-Treino,Integral Médica,106.33,72,Sudeste,2024-01-08,1
Pré-Treino,Integral Médica,102.36,72,Nordeste,2024-02-15,8
Pré-Treino,Integral Médica,103.08,72,Sudeste,2024-01-04,6
Creatina,Probiótica,76.46,53,Nordeste,2024-02-08,7
BCAA,Growth,80.83,60,Sudeste,2024-02-27,4
BCAA,Max Titanium,96.06,65,Nordeste,2024-02-13,1
BCAA,Probiótica,107.5,63,Norte,2024-01-03,2
Hiper Calórico,Probiótica,159.01,113,Sul,2024-01-19,4
Whey,Probiótica,149.57,93,Nordeste,2024-02-04,3
Creatina,Growth,68.07,50,Nordeste,2024-01-05,10
Whey,Probiótica,126.53,93,Sul,2024-01-13,1
Whey,Growth,131.12,90,Nordeste,2024-02-06,3
Creatina,Probiótica,71.18,53,Nordeste,2024-02-03,7
Pré-Treino,Growth,108.58,70,Nordeste,2024-02-27,2
Creatina,Probiótica,77.89,53,Centro-Oeste,2024-02-11,9
Creatina,Integral Médica,70.95,52,Nordeste,2024-02-28,10
BCAA,Max Titanium,109.64,65,Norte,2024-02-21,7
Pré-Treino,Probiótica,110.5,73,Nordeste,2024-02-20,7
Hiper Calórico,Growth,152.69,110,Sul,2024-01-14,9
BCAA,Probiótica,87.28,63,Sudeste,2024-01-13,1
Pré-Treino,Integral Médica,97.3,72,Nordeste,2024-01-24,2
Hiper Calórico,Growth,177.12,110,Norte,2024-02-17,7
BCAA,Probiótica,86.65,63,Centro-Oeste,2024-02-08,5
Hiper Calórico,Max Titanium,179.31,115,Norte,2024-02-28,10
BCAA,Integral Médica,103.45,62,Norte,2024-02-10,5
Whey,Max Titanium,121.45,95,Sudeste,2024-02-22,4
Pré-Treino,Integral Médica,97.93,72,Sudeste,2024-01-11,4
Creatina,Probiótica,83.68,53,Nordeste,2024-01-16,1
Hiper Calórico,Integral Médica,163.01,112,Norte,2024-01-31,8
Pré-Treino,Probiótica,110.87,73,Centro-Oeste,2024-02-03,5
Pré-Treino,Probiótica,114.96,73,Nordeste,2024-01-11,7
Whey,Probiótica,143.13,93,Centro-Oeste,2024-01-21,3
Whey,Max Titanium,137.04,95,Norte,2024-02-25,5
Pré-Treino,Max Titanium,99.51,75,Centro-Oeste,2024-02-19,7
Pré-Treino,Dark Lab,128.29,85,Norte,2024-02-01,6
Hiper Calórico,Max Titanium,143.79,115,Sul,2024-01-17,3
Pré-Treino,Max Titanium,92.23,75,Sul,2024-02-12,6
Hiper Calórico,Integral Médica,162.49,112,Sudeste,2024-02-16,7
Whey,Dark Lab,163.4,100,Norte,2024-02-09,8
Whey,Probiótica,136.49,93,Sudeste,2024-01-28,7
Whey,Probiótica,120.56,93,Sul,2024-01-02,7
Whey,Growth,118.3,90,Centro-Oeste,2024-02-25,10
BCAA,Probiótica,94.03,63,Norte,2024-01-05,5
Creatina,Growth,65.05,50,Sul,2024-01-30,1
Whey,Max Titanium,134.19,95,Norte,2024-02-07,6
Whey,Dark Lab,125.13,100,Sudeste,2024-02-27,4
Hiper Calórico,Integral Médica,144.98,112,Sudeste,2024-01-23,7
BCAA,Dark Lab,108.68,70,Centro-Oeste,2024-01-12,5
Pré-Treino,Growth,83.93,70,Sul,2024-01-07,6
Hiper Calórico,Probiótica,135.07,113,Sul,2024-02-17,9
Pré-Treino,Probiótica,111.45,73,Norte,2024-01-25,2
Hiper Calórico,Growth,145.79,110,Sul,2024-01-23,6
Hiper Calórico,Integral Médica,142.27,112,Centro-Oeste,2024-01-09,8
Pré-Treino,Probiótica,98.01,73,Nordeste,2024-01-26,6
Creatina,Probiótica,79.46,53,Sudeste,2024-02-20,2
Pré-Treino,Integral Médica,85.63,72,Sul,2024-02-22,5
BCAA,Max Titanium,107.15,65,Nordeste,2024-02-06,8
BCAA,Integral Médica,99.21,62,Nordeste,2024-01-09,8
Whey,Probiótica,107.15,93,Sul,2024-01-20,9
Whey,Growth,129.6,90,Sudeste,2024-01-01,7
Hiper Calórico,Growth,180.43,110,Nordeste,2024-02-12,2
Whey,Probiótica,128.54,93,Sul,2024-01-02,5
Creatina,Max Titanium,67.43,55,Sul,2024-02-14,2
BCAA,Growth,96.1,60,Nordeste,2024-01-22,4
BCAA,Integral Médica,83.48,62,Centro-Oeste,2024-02-04,8
Whey,Growth,127.88,90,Centro-Oeste,2024-02-02,6
Whey,Integral Médica,150.35,92,Nordeste,2024-01-13,9
Pré-Treino,Max Titanium,105.24,75,Sul,2024-02-07,3
Creatina,Max Titanium,77.03,55,Centro-Oeste,2024-02-01,1
Creatina,Probiótica,71.21,53,Sudeste,2024-01-21,7
Whey,Probiótica,150.34,93,Norte,2024-02-09,7
BCAA,Dark Lab,85.17,70,Sul,2024-01-22,9
BCAA,Dark Lab,92.93,70,Centro-Oeste,2024-01-31,1
Creatina,Growth,68.56,50,Nordeste,2024-02-02,5
Hiper Calórico,Growth,144.39,110,Sul,2024-02-07,5
Pré-Treino,Max Titanium,99.48,75,Sudeste,2024-02-07,8
Hiper Calórico,Growth,157.59,110,Sudeste,2024-01-26,10
Pré-Treino,Probiótica,99.65,73,Sul,2024-01-23,1
Creatina,Probiótica,80.55,53,Centro-Oeste,2024-01-30,5
Whey,Probiótica,123.17,93,Sudeste,2024-02-16,8
Whey,Probiótica,147.21,93,Nordeste,2024-02-20,5
BCAA,Integral Médica,85.05,62,Sudeste,2024-02-13,8
BCAA,Max Titanium,92.61,65,Sudeste,2024-01-10,2
Creatina,Growth,69.66,50,Sul,2024-01-30,8
Creatina,Integral Médica,75.32,52,Sudeste,2024-01-15,6
Hiper Calórico,Max Titanium,173.07,115,Norte,2024-01-11,8
Pré-Treino,Dark Lab,124.95,85,Sudeste,2024-02-05,8
Creatina,Integral Médica,79.36,52,Nordeste,2024-02-19,7
Pré-Treino,Max Titanium,117.24,75,Norte,2024-02-08,10
Hiper Calórico,Dark Lab,146.76,120,Sul,2024-02-23,6
Hiper Calórico,Growth,150.16,110,Sudeste,2024-02-11,10
Creatina,Integral Médica,69.45,52,Sul,2024-01-20,4
Whey,Max Titanium,143.11,95,Nordeste,2024-01-12,3
Creatina,Growth,72.14,50,Sudeste,2024-01-13,9
BCAA,Probiótica,96.94,63,Nordeste,2024-01-24,1
Whey,Dark Lab,138.59,100,Sudeste,2024-01-28,8
Pré-Treino,Probiótica,92.65,73,Centro-Oeste,2024-01-15,7
Pré-Treino,Max Titanium,115.29,75,Nordeste,2024-01-14,2
Creatina,Growth,72.69,50,Nordeste,2024-02-15,4
Pré-Treino,Growth,89.97,70,Sudeste,2024-02-19,9
BCAA,Max Titanium,87.23,65,Nordeste,2024-01-02,8
Pré-Treino,Dark Lab,111.41,85,Sul,2024-02-26,3
Whey,Integral Médica,142.62,92,Nordeste,2024-02-05,7
Hiper Calórico,Integral Médica,150.67,112,Nordeste,2024-01-25,8
Whey,Max Titanium,121.92,95,Sudeste,2024-01-18,9
BCAA,Probiótica,99.94,63,Nordeste,2024-01-31,6
Hiper Calórico,Dark Lab,150.94,120,Sul,2024-01-01,8
BCAA,Probiótica,81.42,63,Centro-Oeste,2024-02-15,2
Creatina,Dark Lab,102.53,60,Norte,2024-02-19,9
Hiper Calórico,Integral Médica,175.3,112,Centro-Oeste,2024-01-08,10
BCAA,Probiótica,99.4,63,Norte,2024-01-12,6
Creatina,Max Titanium,83.79,55,Norte,2024-02-23,2
Pré-Treino,Growth,112.34,70,Nordeste,2024-02-18,5
Creatina,Integral Médica,77.15,52,Norte,2024-01-02,9
Pré-Treino,Growth,101.62,70,Sudeste,2024-01-30,4
Hiper Calórico,Max Titanium,160.91,115,Sudeste,2024-02-22,5
Whey,Probiótica,124.11,93,Centro-Oeste,2024-02-14,2
Creatina,Max Titanium,94.55,55,Norte,2024-02-27,7
Pré-Treino,Growth,108.66,70,Centro-Oeste,2024-01-12,2
Creatina,Integral Médica,70.78,52,Sul,2024-02-01,2
Hiper Calórico,Integral Médica,153.76,112,Sul,2024-02-02,3
BCAA,Integral Médica,97.32,62,Norte,2024-01-09,1
Whey,Probiótica,120.38,93,Centro-Oeste,2024-01-15,4
Creatina,Max Titanium,69.79,55,Centro-Oeste,2024-02-18,6
Whey,Dark Lab,162.74,100,Nordeste,2024-01-17,6
Creatina,Dark Lab,81.88,60,Sul,2024-03-01,4
Whey,Max Titanium,115.12,95,Sul,2024-01-23,9
Whey,Probiótica,128.22,93,Nordeste,2024-01-10,8
Creatina,Max Titanium,93.12,55,Norte,2024-02-05,5
Pré-Treino,Probiótica,101.28,73,Nordeste,2024-02-05,5
Pré-Treino,Dark Lab,114.55,85,Centro-Oeste,2024-02-06,4
Whey,Integral Médica,126.79,92,Sudeste,2024-01-09,7
Pré-Treino,Growth,103.55,70,Centro-Oeste,2024-02-22,1
Whey,Probiótica,131.17,93,Centro-Oeste,2024-01-24,4
Whey,Integral Médica,137.71,92,Centro-Oeste,2024-02-28,2
Hiper Calórico,Max Titanium,170.42,115,Centro-Oeste,2024-01-12,1
Hiper Calórico,Growth,185.39,110,Norte,2024-02-25,6
Whey,Dark Lab,148.48,100,Centro-Oeste,2024-01-30,7
BCAA,Integral Médica,89.65,62,Norte,2024-02-13,2
Whey,Probiótica,134.56,93,Centro-Oeste,2024-03-01,8
BCAA,Probiótica,90.26,63,Centro-Oeste,2024-01-17,5
Creatina,Dark Lab,68.4,60,Sul,2024-02-18,5
Pré-Treino,Dark Lab,116.46,85,Sudeste,2024-02-01,5
BCAA,Dark Lab,104.87,70,Norte,2024-02-16,2
BCAA,Max Titanium,94.6,65,Norte,2024-01-22,8
BCAA,Max Titanium,103.13,65,Norte,2024-02-24,2
BCAA,Growth,89.61,60,Nordeste,2024-02-21,9
BCAA,Integral Médica,99.24,62,Nordeste,2024-02-13,4
BCAA,Integral Médica,86.07,62,Sudeste,2024-01-29,3
Creatina,Dark Lab,88.04,60,Centro-Oeste,2024-02-02,5
Hiper Calórico,Integral Médica,154.92,112,Centro-Oeste,2024-01-12,9
Creatina,Max Titanium,88.49,55,Norte,2024-01-11,10
BCAA,Integral Médica,88.35,62,Norte,2024-01-31,6
Creatina,Growth,61.9,50,Sul,2024-03-01,8
Pré-Treino,Integral Médica,100.6,72,Nordeste,2024-02-22,3
Creatina,Dark Lab,97.67,60,Nordeste,2024-01-14,10
Pré-Treino,Probiótica,96.55,73,Sudeste,2024-01-16,6
Creatina,Integral Médica,62.44,52,Sudeste,2024-02-23,3
Whey,Dark Lab,143.88,100,Norte,2024-01-30,10
BCAA,Max Titanium,100.29,65,Norte,2024-02-19,1
Pré-Treino,Max Titanium,105.84,75,Nordeste,2024-01-03,4
Whey,Growth,113.12,90,Sudeste,2024-02-11,4
Creatina,Max Titanium,81.59,55,Nordeste,2024-01-18,2
BCAA,Max Titanium,82.14,65,Sudeste,2024-01-27,6
Whey,Probiótica,128.14,93,Nordeste,2024-02-23,8
Pré-Treino,Dark Lab,106.73,85,Sudeste,2024-02-15,8
Pré-Treino,Growth,91.05,70,Sudeste,2024-02-01,4
Whey,Integral Médica,130.2,92,Sudeste,2024-02-26,6
Whey,Probiótica,117.43,93,Sul,2024-01-22,3
Whey,Probiótica,147.26,93,Nordeste,2024-02-05,8
Creatina,Growth,67.9,50,Sudeste,2024-01-29,8
Whey,Max Titanium,148.49,95,Centro-Oeste,2024-01-04,9
Creatina,Max Titanium,73.53,55,Nordeste,2024-01-03,6
